id	sentence	polarity	irony	chapter
3_242_435	Co’ dolorosi discorsi, e con le andate e venute che si son riferite, quel giorno era passato; e cominciava a imbrunire.	NEGATIVE	0	3
3_243_436	«Buona notte,» disse tristamente Lucia a Renzo, il quale non sapeva risolversi d’andarsene.	NEGATIVE	0	3
3_244_437	«Buona notte,» rispose Renzo, ancor più tristamente.	NEGATIVE	0	3
3_245_438	«Qualche santo ci aiuterà,» replicò Lucia: «usate prudenza, e rassegnatevi.»	POSITIVE	0	3
3_246_439	La madre aggiunse altri consigli dello stesso genere; e lo sposo se n’andò, col cuore in tempesta, ripetendo sempre quelle strane parole: «a questo mondo c’è giustizia, finalmente!»	MIXED	1	3
3_247_440	Tant’è vero che un uomo sopraffatto dal dolore non sa più quel che si dica.	NEGATIVE	0	3
4_1_441	Il sole non era ancor tutto apparso sull’orizzonte, quando il padre Cristoforo uscì dal suo convento di Pescarenico, per salire alla casetta dov’era aspettato.	NEUTRAL	0	4
4_2_442	È Pescarenico una terricciola, sulla riva sinistra dell’Adda, o vogliam dire del lago, poco discosto dal ponte: un gruppetto di case, abitate la più parte da pescatori, e addobbate qua e là di tramagli e di reti tese ad asciugare.	NEUTRAL	0	4
4_3_443	Il convento era situato (e la fabbrica ne sussiste tuttavia) al di fuori, e in faccia all’entrata della terra, con di mezzo la strada che da Lecco conduce a Bergamo.	NEUTRAL	0	4
4_4_444	Il cielo era tutto sereno: di mano in mano che il sole s’alzava dietro il monte, si vedeva la sua luce, dalle sommità de’ monti opposti, scendere, come spiegandosi rapidamente, giù per i pendìi, e nella valle.	NEUTRAL	0	4
4_5_445	Un venticello d’autunno, staccando da’ rami le foglie appassite del gelso, le portava a cadere, qualche passo distante dall’albero.	NEUTRAL	0	4
4_6_446	A destra e a sinistra, nelle vigne, sui tralci ancor tesi, brillavan le foglie rosseggianti a varie tinte; e la terra lavorata di fresco, spiccava bruna e distinta ne’ campi di stoppie biancastre e luccicanti dalla guazza.	NEUTRAL	0	4
4_7_447	La scena era lieta; ma ogni figura d’uomo che vi apparisse, rattristava lo sguardo e il pensiero.	MIXED	0	4
4_8_448	Ogni tanto, s’incontravano mendichi laceri e macilenti, o invecchiati nel mestiere, o spinti allora dalla necessità a tender la mano.	NEGATIVE	0	4
4_9_449	Passavano zitti accanto al padre Cristoforo, lo guardavano pietosamente, e, benché non avesser nulla a sperar da lui, giacché un cappuccino non toccava mai moneta, gli facevano un inchino di ringraziamento, per l’elemosina che avevan ricevuta, o che andavano a cercare al convento.	MIXED	0	4
4_10_450	Lo spettacolo de’ lavoratori sparsi ne’ campi, aveva qualcosa d’ancor più doloroso.	NEGATIVE	0	4
4_11_451	Alcuni andavan gettando le lor semente, rade, con risparmio, e a malincuore, come chi arrischia cosa che troppo gli preme; altri spingevan la vanga come a stento, e rovesciavano svogliatamente la zolla.	NEGATIVE	0	4
4_12_452	La fanciulla scarna, tenendo per la corda al pascolo la vaccherella magra stecchita, guardava innanzi, e si chinava in fretta, a rubarle, per cibo della famiglia, qualche erba, di cui la fame aveva insegnato che anche gli uomini potevan vivere.	NEGATIVE	0	4
4_13_453	Questi spettacoli accrescevano, a ogni passo, la mestizia del frate, il quale camminava già col tristo presentimento in cuore, d’andar a sentire qualche sciagura.	NEGATIVE	0	4
4_14_454	– Ma perché si prendeva tanto pensiero di Lucia?	NEUTRAL	0	4
4_15_455	E perché, al primo avviso, s’era mosso con tanta sollecitudine, come a una chiamata del padre provinciale?	NEUTRAL	0	4
4_16_456	E chi era questo padre Cristoforo? –	NEUTRAL	0	4
4_17_457	Bisogna soddisfare a tutte queste domande.	NEUTRAL	0	4
4_18_458	Il padre Cristoforo da *** era un uomo più vicino ai sessanta che ai cinquant’anni.	NEUTRAL	0	4
4_19_459	Il suo capo raso, salvo la piccola corona di capelli, che vi girava intorno, secondo il rito cappuccinesco, s’alzava di tempo in tempo, con un movimento che lasciava trasparire un non so che d’altero e d’inquieto; e subito s’abbassava, per riflessione d’umiltà.	MIXED	0	4
4_20_460	La barba bianca e lunga, che gli copriva le guance e il mento, faceva ancor più risaltare le forme rilevate della parte superiore del volto, alle quali un’astinenza, già da gran pezzo abituale, aveva assai più aggiunto di gravità che tolto d’espressione.	MIXED	0	4
4_21_461	Due occhi incavati eran per lo più chinati a terra, ma talvolta sfolgoravano, con vivacità repentina; come due cavalli bizzarri, condotti a mano da un cocchiere, col quale sanno, per esperienza, che non si può vincerla, pure fanno, di tempo in tempo, qualche sgambetto, che scontan subito, con una buona tirata di morso.	MIXED	0	4
4_22_462	Il padre Cristoforo non era sempre stato così, né sempre era stato Cristoforo: il suo nome di battesimo era Lodovico.	NEUTRAL	0	4
4_23_463	Era figliuolo d’un mercante di *** (questi asterischi vengon tutti dalla circospezione del mio anonimo) che, ne’ suoi ultim’anni, trovandosi assai fornito di beni, e con quell’unico figliuolo, aveva rinunziato al traffico, e s’era dato a viver da signore.	POSITIVE	0	4
4_24_464	Nel suo nuovo ozio, cominciò a entrargli in corpo una gran vergogna di tutto quel tempo che aveva speso a far qualcosa in questo mondo.	NEGATIVE	0	4
4_25_465	Predominato da una tal fantasia, studiava tutte le maniere di far dimenticare ch’era stato mercante: avrebbe voluto poterlo dimenticare anche lui.	NEGATIVE	0	4
4_26_466	Ma il fondaco, le balle, il libro, il braccio, gli comparivan sempre nella memoria, come l’ombra di Banco a Macbeth, anche tra la pompa delle mense, e il sorriso de’ parassiti.	NEGATIVE	0	4
4_27_467	E non si potrebbe dire la cura che dovevano aver que’ poveretti, per schivare ogni parola che potesse parere allusiva all’antica condizione del convitante.	NEGATIVE	0	4
4_28_468	Un giorno, per raccontarne una, un giorno, sul finir della tavola, ne’ momenti della più viva e schietta allegria, che non si sarebbe potuto dire chi più godesse, o la brigata di sparecchiare, o il padrone d’aver apparecchiato, andava stuzzicando, con superiorità amichevole, uno di que’ commensali, il più onesto mangiatore del mondo.	POSITIVE	0	4
4_29_469	Questo, per corrispondere alla celia, senza la minima ombra di malizia, proprio col candore d’un bambino, rispose: «eh! io fo l’orecchio del mercante.»	POSITIVE	0	4
4_30_470	Egli stesso fu subito colpito dal suono della parola che gli era uscita di bocca: guardò, con faccia incerta, alla faccia del padrone, che s’era rannuvolata: l’uno e l’altro avrebber voluto riprender quella di prima; ma non era possibile.	NEGATIVE	0	4
4_31_471	Gli altri convitati pensavano, ognun da sé, al modo di sopire il piccolo scandolo, e di fare una diversione; ma, pensando, tacevano, e, in quel silenzio, lo scandolo era più manifesto.	NEGATIVE	0	4
4_32_472	Ognuno scansava d’incontrar gli occhi degli altri; ognuno sentiva che tutti eran occupati del pensiero che tutti volevan dissimulare.	NEGATIVE	0	4
4_33_473	La gioia, per quel giorno, se n’andò; e l’imprudente o, per parlar con più giustizia, lo sfortunato, non ricevette più invito.	NEGATIVE	0	4
4_34_474	Così il padre di Lodovico passò gli ultimi suoi anni in angustie continue, temendo sempre d’essere schernito, e non riflettendo mai che il vendere non è cosa più ridicola che il comprare, e che quella professione di cui allora si vergognava, l’aveva pure esercitata per tant’anni, in presenza del pubblico, e senza rimorso.	NEGATIVE	0	4
4_35_475	Fece educare il figlio nobilmente, secondo la condizione de’ tempi, e per quanto gli era concesso dalle leggi e dalle consuetudini; gli diede maestri di lettere e d’esercizi cavallereschi; e morì, lasciandolo ricco e giovinetto.	POSITIVE	0	4
4_36_476	Lodovico aveva contratte abitudini signorili; e gli adulatori, tra i quali era cresciuto, l’avevano avvezzato ad esser trattato con molto rispetto.	POSITIVE	0	4
4_37_477	Ma, quando volle mischiarsi coi principali della sua città, trovò un fare ben diverso da quello a cui era accostumato; e vide che, a voler esser della lor compagnia, come avrebbe desiderato, gli conveniva fare una nuova scuola di pazienza e di sommissione, star sempre al di sotto, e ingozzarne una, ogni momento.	NEGATIVE	0	4
4_38_478	Una tal maniera di vivere non s’accordava, né con l’educazione, né con la natura di Lodovico.	NEUTRAL	0	4
4_39_479	S’allontanò da essi indispettito.	NEGATIVE	0	4
4_40_480	Ma poi ne stava lontano con rammarico; perché gli pareva che questi veramente avrebber dovuto essere i suoi compagni; soltanto gli avrebbe voluti più trattabili.	NEGATIVE	0	4
4_41_481	Con questo misto d’inclinazione e di rancore, non potendo frequentarli famigliarmente, e volendo pure aver che far con loro in qualche modo, s’era dato a competer con loro di sfoggi e di magnificenza, comprandosi così a contanti inimicizie, invidie e ridicolo.	NEGATIVE	0	4
4_42_482	La sua indole, onesta insieme e violenta, l’aveva poi imbarcato per tempo in altre gare più serie.	MIXED	0	4
4_43_483	Sentiva un orrore spontaneo e sincero per l’angherie e per i soprusi: orrore reso ancor più vivo in lui dalla qualità delle persone che più ne commettevano alla giornata; ch’erano appunto coloro coi quali aveva più di quella ruggine.	NEGATIVE	0	4
4_44_484	Per acquietare, o per esercitare tutte queste passioni in una volta, prendeva volentieri le parti d’un debole sopraffatto, si piccava di farci stare un soverchiatore, s’intrometteva in una briga, se ne tirava addosso un’altra; tanto che, a poco a poco, venne a costituirsi come un protettor degli oppressi, e un vendicatore de’ torti.	POSITIVE	0	4
4_45_485	L’impiego era gravoso; e non è da domandare se il povero Lodovico avesse nemici, impegni e pensieri.	NEGATIVE	0	4
4_46_486	Oltre la guerra esterna, era poi tribolato continuamente da contrasti interni; perché, a spuntarla in un impegno (senza parlare di quelli in cui restava al di sotto), doveva anche lui adoperar raggiri e violenze, che la sua coscienza non poteva poi approvare.	NEGATIVE	0	4
4_47_487	Doveva tenersi intorno un buon numero di bravacci; e, così per la sua sicurezza, come per averne un aiuto più vigoroso, doveva scegliere i più arrischiati, cioè i più ribaldi; e vivere co’ birboni, per amor della giustizia.	NEGATIVE	0	4
4_48_488	Tanto che, più d’una volta, o scoraggito, dopo una trista riuscita, o inquieto per un pericolo imminente, annoiato del continuo guardarsi, stomacato della sua compagnia, in pensiero dell’avvenire, per le sue sostanze che se n’andavan, di giorno in giorno, in opere buone e in braverìe, più d’una volta gli era saltata la fantasia di farsi frate; che, a que’ tempi, era il ripiego più comune, per uscir d’impicci.	NEGATIVE	0	4
4_49_489	Ma questa, che sarebbe forse stata una fantasia per tutta la sua vita, divenne una risoluzione, a causa d’un accidente, il più serio che gli fosse ancor capitato.	NEGATIVE	0	4
4_50_490	Andava un giorno per una strada della sua città, seguito da due bravi, e accompagnato da un tal Cristoforo, altre volte giovine di bottega e, dopo chiusa questa, diventato maestro di casa.	NEUTRAL	0	4
4_51_491	Era un uomo di circa cinquant’anni, affezionato, dalla gioventù, a Lodovico, che aveva veduto nascere, e che, tra salario e regali, gli dava non solo da vivere, ma di che mantenere e tirar su una numerosa famiglia.	POSITIVE	0	4
4_52_492	Vide Lodovico spuntar da lontano un signor tale, arrogante e soverchiatore di professione, col quale non aveva mai parlato in vita sua, ma che gli era cordiale nemico, e al quale rendeva, pur di cuore, il contraccambio: giacché è uno de’ vantaggi di questo mondo, quello di poter odiare ed esser odiati, senza conoscersi.	NEGATIVE	0	4
4_53_493	Costui, seguito da quattro bravi, s’avanzava diritto, con passo superbo, con la testa alta, con la bocca composta all’alterigia e allo sprezzo.	NEGATIVE	0	4
4_54_494	Tutt’e due camminavan rasente al muro; ma Lodovico (notate bene) lo strisciava col lato destro; e ciò, secondo una consuetudine, gli dava il diritto (dove mai si va a ficcare il diritto!) di non istaccarsi dal detto muro, per dar passo a chi si fosse; cosa della quale allora si faceva gran caso.	NEGATIVE	0	4
4_55_495	L’altro pretendeva, all’opposto, che quel diritto competesse a lui, come a nobile, e che a Lodovico toccasse d’andar nel mezzo; e ciò in forza d’un’altra consuetudine.	NEUTRAL	0	4
4_56_496	Perocché, in questo, come accade in molti altri affari, erano in vigore due consuetudini contrarie, senza che fosse deciso qual delle due fosse la buona; il che dava opportunità di fare una guerra, ogni volta che una testa dura s’abbattesse in un’altra della stessa tempra.	NEGATIVE	0	4
4_57_497	Que’ due si venivano incontro, ristretti alla muraglia, come due figure di basso rilievo ambulanti.	NEUTRAL	0	4
4_58_498	Quando si trovarono a viso a viso, il signor tale, squadrando Lodovico, a capo alto, col cipiglio imperioso, gli disse, in un tono corrispondente di voce: «fate luogo.»	NEGATIVE	0	4
4_59_499	«Fate luogo voi,» rispose Lodovico.	NEGATIVE	0	4
4_60_500	«La diritta è mia.»	NEGATIVE	0	4
4_61_501	«Co’ vostri pari, è sempre mia.»	NEGATIVE	0	4
4_62_502	«Sì, se l’arroganza de’ vostri pari fosse legge per i pari miei.»	NEGATIVE	0	4
4_63_503	I bravi dell’uno e dell’altro eran rimasti fermi, ciascuno dietro il suo padrone, guardandosi in cagnesco, con le mani alle daghe, preparati alla battaglia.	NEGATIVE	0	4
4_64_504	La gente che arrivava di qua e di là, si teneva in distanza, a osservare il fatto; e la presenza di quegli spettatori animava sempre più il puntiglio de’ contendenti.	NEGATIVE	0	4
4_65_505	«Nel mezzo, vile meccanico; o ch’io t’insegno una volta come si tratta co’ gentiluomini.»	NEGATIVE	0	4
4_66_506	«Voi mentite ch’io sia vile.»	NEGATIVE	0	4
4_67_507	«Tu menti ch’io abbia mentito.»	NEGATIVE	0	4
4_68_508	Questa risposta era di prammatica.	NEUTRAL	0	4
4_69_509	«E, se tu fossi cavaliere, come son io,» aggiunse quel signore, «ti vorrei far vedere, con la spada e con la cappa, che il mentitore sei tu.»	NEGATIVE	0	4
4_70_510	«È un buon pretesto per dispensarvi di sostener co’ fatti l’insolenza delle vostre parole.»	NEGATIVE	0	4
4_71_511	«Gettate nel fango questo ribaldo,» disse il gentiluomo, voltandosi a’ suoi.	NEGATIVE	0	4
4_72_512	«Vediamo!» disse Lodovico, dando subitamente un passo indietro, e mettendo mano alla spada.	NEGATIVE	0	4
4_73_513	«Temerario!» gridò l’altro, sfoderando la sua: «io spezzerò questa, quando sarà macchiata del tuo vil sangue.»	NEGATIVE	0	4
4_74_514	Così s’avventarono l’uno all’altro; i servitori delle due parti si slanciarono alla difesa de’ loro padroni.	NEGATIVE	0	4
4_75_515	Il combattimento era disuguale, e per il numero, e anche perché Lodovico mirava piuttosto a scansare i colpi, e a disarmare il nemico, che ad ucciderlo; ma questo voleva la morte di lui, a ogni costo.	NEGATIVE	0	4
4_76_516	Lodovico aveva già ricevuta al braccio sinistro una pugnalata d’un bravo, e una sgraffiatura leggiera in una guancia, e il nemico principale gli piombava addosso per finirlo; quando Cristoforo, vedendo il suo padrone nell’estremo pericolo, andò col pugnale addosso al signore.	MIXED	0	4
4_77_517	Questo, rivolta tutta la sua ira contro di lui, lo passò con la spada.	NEGATIVE	0	4
4_78_518	A quella vista, Lodovico, come fuor di sé, cacciò la sua nel ventre del feritore, il quale cadde moribondo, quasi a un punto col povero Cristoforo.	NEGATIVE	0	4
4_79_519	I bravi del gentiluomo, visto ch’era finita, si diedero alla fuga, malconci: quelli di Lodovico, tartassati e sfregiati anche loro, non essendovi più a chi dare, e non volendo trovarsi impicciati nella gente, che già accorreva, scantonarono dall’altra parte: e Lodovico si trovò solo, con que’ due funesti compagni ai piedi, in mezzo a una folla.	NEGATIVE	0	4
4_80_520	«Com’è andata?	NEUTRAL	0	4
4_81_521	– È uno.	NEUTRAL	0	4
4_82_522	– Son due.	NEUTRAL	0	4
4_83_523	– Gli ha fatto un occhiello nel ventre.	NEGATIVE	0	4
4_84_524	– Chi è stato ammazzato?	NEGATIVE	0	4
4_85_525	– Quel prepotente.	NEGATIVE	0	4
4_86_526	– Oh santa Maria, che sconquasso!	NEGATIVE	0	4
4_87_527	– Chi cerca trova.	NEGATIVE	0	4
4_88_528	– Una le paga tutte.	NEGATIVE	0	4
4_89_529	– Ha finito anche lui.	NEGATIVE	0	4
4_90_530	– Che colpo!	NEGATIVE	0	4
4_91_531	– Vuol essere una faccenda seria.	NEGATIVE	0	4
4_92_532	– E quell’altro disgraziato!	NEGATIVE	0	4
4_93_533	– Misericordia! che spettacolo!	NEGATIVE	0	4
4_94_534	– Salvatelo, salvatelo.	MIXED	0	4
4_95_535	– Sta fresco anche lui.	NEGATIVE	0	4
4_96_536	– Vedete com’è concio! butta sangue da tutte le parti.	NEGATIVE	0	4
4_97_537	– Scappi, scappi.	MIXED	0	4
4_98_538	Non si lasci prendere. »	MIXED	0	4
4_99_539	Queste parole, che più di tutte si facevan sentire nel frastono confuso di quella folla, esprimevano il voto comune; e, col consiglio, venne anche l’aiuto.	MIXED	0	4
4_100_540	Il fatto era accaduto vicino a una chiesa di cappuccini, asilo, come ognun sa, impenetrabile allora a’ birri, e a tutto quel complesso di cose e di persone, che si chiamava la giustizia.	NEUTRAL	0	4
4_101_541	L’uccisore ferito fu quivi condotto o portato dalla folla, quasi fuor di sentimento; e i frati lo ricevettero dalle mani del popolo, che glielo raccomandava, dicendo: «è un uomo dabbene che ha freddato un birbone superbo: l’ha fatto per sua difesa: c’è stato tirato per i capelli.»	MIXED	0	4
4_102_542	Lodovico non aveva mai, prima d’allora, sparso sangue; e, benché l’omicidio fosse, a que’ tempi, cosa tanto comune, che gli orecchi d’ognuno erano avvezzi a sentirlo raccontare, e gli occhi a vederlo, pure l’impressione ch’egli ricevette dal veder l’uomo morto per lui, e l’uomo morto da lui, fu nuova e indicibile; fu una rivelazione di sentimenti ancora sconosciuti.	NEGATIVE	0	4
4_103_543	Il cadere del suo nemico, l’alterazione di quel volto, che passava, in un momento, dalla minaccia e dal furore, all’abbattimento e alla quiete solenne della morte, fu una vista che cambiò, in un punto, l’animo dell’uccisore.	NEGATIVE	0	4
4_104_544	Strascinato al convento, non sapeva quasi dove si fosse, né cosa si facesse; e, quando fu tornato in sé, si trovò in un letto dell’infermeria, nelle mani del frate chirurgo (i cappuccini ne avevano ordinariamente uno in ogni convento), che accomodava faldelle e fasce sulle due ferite ch’egli aveva ricevute nello scontro.	NEGATIVE	0	4
4_105_545	Un padre, il cui impiego particolare era d’assistere i moribondi, e che aveva spesso avuto a render questo servizio sulla strada, fu chiamato subito al luogo del combattimento.	NEUTRAL	0	4
4_106_546	Tornato, pochi minuti dopo, entrò nell’infermeria, e, avvicinatosi al letto dove Lodovico giaceva, «consolatevi» gli disse: «almeno è morto bene, e m’ha incaricato di chiedere il vostro perdono, e di portarvi il suo.»	MIXED	0	4
4_107_547	Questa parola fece rinvenire affatto il povero Lodovico, e gli risvegliò più vivamente e più distintamente i sentimenti ch’eran confusi e affollati nel suo animo: dolore dell’amico, sgomento e rimorso del colpo che gli era uscito di mano, e, nello stesso tempo, un’angosciosa compassione dell’uomo che aveva ucciso.	NEGATIVE	0	4
4_108_548	«E l’altro?» domandò ansiosamente al frate.	NEGATIVE	0	4
4_109_549	«L’altro era spirato, quand’io arrivai.»	NEGATIVE	0	4
4_110_550	Frattanto, gli accessi e i contorni del convento formicolavan di popolo curioso: ma, giunta la sbirraglia, fece smaltir la folla, e si postò a una certa distanza dalla porta, in modo però che nessuno potesse uscirne inosservato.	NEUTRAL	0	4
4_111_551	Un fratello del morto, due suoi cugini e un vecchio zio, vennero pure, armati da capo a piedi, con grande accompagnamento di bravi; e si misero a far la ronda intorno, guardando, con aria e con atti di dispetto minaccioso, que’ curiosi, che non osavan dire: gli sta bene; ma l’avevano scritto in viso.	NEGATIVE	0	4
4_112_552	Appena Lodovico ebbe potuto raccogliere i suoi pensieri, chiamato un frate confessore, lo pregò che cercasse della vedova di Cristoforo, le chiedesse in suo nome perdono d’essere stato lui la cagione, quantunque ben certo involontaria, di quella desolazione, e, nello stesso tempo, l’assicurasse ch’egli prendeva la famiglia sopra di sé.	MIXED	0	4
4_113_553	Riflettendo quindi a’ casi suoi, sentì rinascere più che mai vivo e serio quel pensiero di farsi frate, che altre volte gli era passato per la mente: gli parve che Dio medesimo l’avesse messo sulla strada, e datogli un segno del suo volere, facendolo capitare in un convento, in quella congiuntura; e il partito fu preso.	POSITIVE	0	4
4_114_554	Fece chiamare il guardiano, e gli manifestò il suo desiderio.	NEUTRAL	0	4
4_115_555	N’ebbe in risposta, che bisognava guardarsi dalle risoluzioni precipitate; ma che, se persisteva, non sarebbe rifiutato.	MIXED	0	4
4_116_556	Allora, fatto venire un notaro, dettò una donazione di tutto ciò che gli rimaneva (ch’era tuttavia un bel patrimonio) alla famiglia di Cristoforo: una somma alla vedova, come se le costituisse una contraddote, e il resto a otto figliuoli che Cristoforo aveva lasciati.	NEUTRAL	0	4
4_117_557	La risoluzione di Lodovico veniva molto a proposito per i suoi ospiti, i quali, per cagion sua, erano in un bell’intrigo.	NEGATIVE	0	4
4_118_558	Rimandarlo dal convento, ed esporlo così alla giustizia, cioè alla vendetta de’ suoi nemici, non era partito da metter neppure in consulta.	NEGATIVE	0	4
4_119_559	Sarebbe stato lo stesso che rinunziare a’ propri privilegi, screditare il convento presso il popolo, attirarsi il biasimo di tutti i cappuccini dell’universo, per aver lasciato violare il diritto di tutti, concitarsi contro tutte l’autorità ecclesiastiche, le quali si consideravan come tutrici di questo diritto.	NEGATIVE	0	4
4_120_560	Dall’altra parte, la famiglia dell’ucciso, potente assai, e per sé, e per le sue aderenze, s’era messa al punto di voler vendetta; e dichiarava suo nemico chiunque s’attentasse di mettervi ostacolo.	NEGATIVE	0	4
4_121_561	La storia non dice che a loro dolesse molto dell’ucciso, e nemmeno che una lagrima fosse stata sparsa per lui, in tutto il parentado: dice soltanto ch’eran tutti smaniosi d’aver nell’unghie l’uccisore, o vivo o morto.	NEGATIVE	0	4
4_122_562	Ora questo, vestendo l’abito di cappuccino, accomodava ogni cosa.	POSITIVE	0	4
4_123_563	Faceva, in certa maniera, un’emenda, s’imponeva una penitenza, si chiamava implicitamente in colpa, si ritirava da ogni gara; era in somma un nemico che depon l’armi.	MIXED	0	4
4_124_564	I parenti del morto potevan poi anche, se loro piacesse, credere e vantarsi che s’era fatto frate per disperazione, e per terrore del loro sdegno.	MIXED	0	4
4_125_565	E, ad ogni modo, ridurre un uomo a spropriarsi del suo, a tosarsi la testa, a camminare a piedi nudi, a dormir sur un saccone, a viver d’elemosina, poteva parere una punizione competente, anche all’offeso il più borioso.	MIXED	0	4
4_126_566	Il padre guardiano si presentò, con un’umiltà disinvolta, al fratello del morto, e, dopo mille proteste di rispetto per l’illustrissima casa, e di desiderio di compiacere ad essa in tutto ciò che fosse fattibile, parlò del pentimento di Lodovico, e della sua risoluzione, facendo garbatamente sentire che la casa poteva esserne contenta, e insinuando poi soavemente, e con maniera ancor più destra, che, piacesse o non piacesse, la cosa doveva essere.	MIXED	0	4
4_127_567	Il fratello diede in ismanie, che il cappuccino lasciò svaporare, dicendo di tempo in tempo: «è un troppo giusto dolore».	MIXED	0	4
4_128_568	Fece intendere che, in ogni caso, la sua famiglia avrebbe saputo prendersi una soddisfazione: e il cappuccino, qualunque cosa ne pensasse, non disse di no.	POSITIVE	0	4
4_129_569	Finalmente richiese, impose come una condizione, che l’uccisor di suo fratello partirebbe subito da quella città.	NEGATIVE	0	4
4_130_570	Il guardiano, che aveva già deliberato che questo fosse fatto, disse che si farebbe, lasciando che l’altro credesse, se gli piaceva, esser questo un atto d’ubbidienza: e tutto fu concluso.	POSITIVE	0	4
4_131_571	Contenta la famiglia, che ne usciva con onore; contenti i frati, che salvavano un uomo e i loro privilegi, senza farsi alcun nemico; contenti i dilettanti di cavalleria, che vedevano un affare terminarsi lodevolmente; contento il popolo, che vedeva fuor d’impiccio un uomo ben voluto, e che, nello stesso tempo, ammirava una conversione; contento finalmente, e più di tutti, in mezzo al dolore, il nostro Lodovico, il quale cominciava una vita d’espiazione e di servizio, che potesse, se non riparare, pagare almeno il mal fatto, e rintuzzare il pungolo intollerabile del rimorso.	POSITIVE	0	4
4_132_572	Il sospetto che la sua risoluzione fosse attribuita alla paura, l’afflisse un momento; ma si consolò subito, col pensiero che anche quell’ingiusto giudizio sarebbe un gastigo per lui, e un mezzo d’espiazione.	MIXED	0	4
4_133_573	Così, a trent’anni, si ravvolse nel sacco; e, dovendo, secondo l’uso, lasciare il suo nome, e prenderne un altro, ne scelse uno che gli rammentasse, ogni momento, ciò che aveva da espiare: e si chiamò fra Cristoforo.	NEGATIVE	0	4
4_134_574	Appena compita la cerimonia della vestizione, il guardiano gl’intimò che sarebbe andato a fare il suo noviziato a ***, sessanta miglia lontano, e che partirebbe all’indomani.	NEUTRAL	0	4
4_135_575	Il novizio s’inchinò profondamente, e chiese una grazia.	POSITIVE	0	4
4_136_576	«Permettetemi, padre,» disse, «che, prima di partir da questa città, dove ho sparso il sangue d’un uomo, dove lascio una famiglia crudelmente offesa, io la ristori almeno dell’affronto, ch’io mostri almeno il mio rammarico di non poter risarcire il danno, col chiedere scusa al fratello dell’ucciso, e gli levi, se Dio benedice la mia intenzione, il rancore dall’animo.»	MIXED	0	4
4_137_577	Al guardiano parve che un tal passo, oltre all’esser buono in sé, servirebbe a riconciliar sempre più la famiglia col convento; e andò diviato da quel signor fratello, ad esporgli la domanda di fra Cristoforo.	POSITIVE	0	4
4_138_578	A proposta così inaspettata, colui sentì, insieme con la maraviglia, un ribollimento di sdegno, non però senza qualche compiacenza.	MIXED	0	4
4_139_579	Dopo aver pensato un momento, «venga domani,» disse; e assegnò l’ora.	NEUTRAL	0	4
4_140_580	Il guardiano tornò, a portare al novizio il consenso desiderato.	POSITIVE	0	4
4_141_581	Il gentiluomo pensò subito che, quanto più quella soddisfazione fosse solenne e clamorosa, tanto più accrescerebbe il suo credito presso tutta la parentela, e presso il pubblico; e sarebbe (per dirla con un’eleganza moderna) una bella pagina nella storia della famiglia.	POSITIVE	0	4
4_142_582	Fece avvertire in fretta tutti i parenti che, all’indomani, a mezzogiorno, restassero serviti (così si diceva allora) di venir da lui, a ricevere una soddisfazione comune.	POSITIVE	0	4
4_143_583	A mezzogiorno, il palazzo brulicava di signori d’ogni età e d’ogni sesso: era un girare, un rimescolarsi di gran cappe, d’alte penne, di durlindane pendenti, un moversi librato di gorgiere inamidate e crespe, uno strascico intralciato di rabescate zimarre.	NEUTRAL	0	4
4_144_584	Le anticamere, il cortile e la strada formicolavan di servitori, di paggi, di bravi e di curiosi.	NEUTRAL	0	4
4_145_585	Fra Cristoforo vide quell’apparecchio, ne indovinò il motivo, e provò un leggier turbamento; ma, dopo un istante, disse tra sé: – sta bene: l’ho ucciso in pubblico, alla presenza di tanti suoi nemici: quello fu scandolo, questa è riparazione. –	MIXED	0	4
4_146_586	Così, con gli occhi bassi, col padre compagno al fianco, passò la porta di quella casa, attraversò il cortile, tra una folla che lo squadrava con una curiosità poco cerimoniosa; salì le scale, e, di mezzo all’altra folla signorile, che fece ala al suo passaggio, seguito da cento sguardi, giunse alla presenza del padron di casa; il quale, circondato da’ parenti più prossimi, stava ritto nel mezzo della sala, con lo sguardo a terra, e il mento in aria, impugnando, con la mano sinistra, il pomo della spada, e stringendo con la destra il bavero della cappa sul petto.	NEGATIVE	0	4
4_147_587	C’è talvolta, nel volto e nel contegno d’un uomo, un’espressione così immediata, si direbbe quasi un’effusione dell’animo interno, che, in una folla di spettatori, il giudizio sopra quell’animo sarà un solo.	NEUTRAL	0	4
4_148_588	Il volto e il contegno di fra Cristoforo disser chiaro agli astanti, che non s’era fatto frate, né veniva a quell’umiliazione per timore umano: e questo cominciò a concigliarglieli tutti.	POSITIVE	0	4
4_149_589	Quando vide l’offeso, affrettò il passo, gli si pose inginocchioni ai piedi, incrociò le mani sul petto, e, chinando la testa rasa, disse queste parole: «io sono l’omicida di suo fratello.	NEGATIVE	0	4
4_150_590	Sa Iddio se vorrei restituirglielo a costo del mio sangue; ma, non potendo altro che farle inefficaci e tarde scuse, la supplico d’accettarle per l’amor di Dio.»	MIXED	0	4
4_151_591	Tutti gli occhi erano immobili sul novizio, e sul personaggio a cui egli parlava; tutti gli orecchi eran tesi.	NEGATIVE	0	4
4_152_592	Quando fra Cristoforo tacque, s’alzò, per tutta la sala, un mormorìo di pietà e di rispetto.	POSITIVE	0	4
